e, e_dot, e_int, stamp, 
5.985987121528668, 0.0, 1.1971974243057337, 171027000000, 
5.981897160100559, -0.013633204760363782, 1.1969247602105262, 187041000000, 
5.979391629679433, -0.021984972830783416, 1.1964850607539106, 187143000000, 
5.981742066360131, -0.000516979134757752, 1.1962020570760081, 187245000000, 
5.975078791806826, -0.01437612624202167, 1.1957474991897594, 187347000000, 
5.959070719365983, -0.0755711566471599, 1.1943927718355292, 187449000000, 
5.9377326877854, -0.12448701340475488, 1.1914588132638806, 187551000000, 
5.910557597452277, -0.16171040637902165, 1.1871574003069107, 187653000000, 
5.882069113178838, -0.1855452486885382, 1.1820239598944344, 187721000000, 
5.854792852010571, -0.1858824848056854, 1.1764946375094458, 187823000000, 
5.827303220611265, -0.18255297522524452, 1.170944345720045, 187925000000, 
5.802904726836463, -0.17296041724702782, 1.1656667199638866, 188027000000, 
5.775823329642806, -0.17159963656152874, 1.1604020851393688, 188129000000, 
5.746188081115086, -0.18905548573792194, 1.1549944091729571, 188231000000, 
5.7208874898545865, -0.1831194659607327, 1.1495265933741654, 188333000000, 
5.691901094399548, -0.18095662238512666, 1.1439317776912814, 188401000000, 
5.666005635864513, -0.18293951330024427, 1.138586281341243, 188469000000, 
5.64046675642526, -0.17144779324762696, 1.1332248991126217, 188571000000, 
5.616544900421696, -0.1648691181427253, 1.1282011528474314, 188673000000, 
5.5965746501672955, -0.14630702085988231, 1.1235724204676167, 188775000000, 
5.572376234803059, -0.14722888539545545, 1.11903305235947, 188877000000, 
5.548361206045056, -0.16071148040746644, 1.1144874727343606, 188979000000, 
5.523115834829966, -0.16420133324364392, 1.1095902183785387, 189081000000, 
5.49803994352563, -0.16773754173141717, 1.10463446562671, 189149000000, 
5.4722972807913575, -0.1693951801286945, 1.0995635372764634, 189251000000, 
5.448766999188289, -0.16424314779113658, 1.0946069482336853, 189353000000, 
5.423643615855055, -0.16217888312100767, 1.0896471930556468, 189455000000, 
5.396444118389991, -0.174409602660995, 1.0845903155622225, 189557000000, 
5.3694498688265515, -0.18064582342834554, 1.07930250687144, 189659000000, 
5.343504167224608, -0.17646650388461063, 1.0739598769627434, 189761000000, 
5.317223377921838, -0.17408830301571143, 1.0686784942648664, 189829000000, 
5.290623849468375, -0.17626772585410974, 1.0634234263076547, 189931000000, 
5.2621828072099195, -0.18346856903972864, 1.0580020023066754, 190033000000, 
5.235163762532346, -0.18486695645343035, 1.0525313612807095, 190135000000, 
5.206343268589977, -0.18613179539980726, 1.0469126558888162, 190237000000, 
5.177300215214561, -0.19287849105928365, 1.041253816422459, 190339000000, 
5.1489235954894, -0.19139891033525794, 1.0355044719529292, 190441000000, 
5.119430752629142, -0.19289820861806342, 1.0297103042222069, 190509000000, 
5.091069011465423, -0.1928486134132553, 1.0239615573055978, 190611000000, 
5.064057247699569, -0.1845783497652409, 1.0183038007862755, 190713000000, 
5.032098484720304, -0.19656842248373016, 1.0124816495923532, 190815000000, 
5.004848384692841, -0.1973628766890941, 1.0067336078075144, 190917000000, 
4.976126061169049, -0.1865747451708503, 1.0008715287054797, 191019000000, 
4.945539646329718, -0.19769579454374409, 0.9951009394794404, 191121000000, 
4.916705627726657, -0.1980681114746415, 0.989224755681695, 191189000000, 
4.88638957263414, -0.19716691231859151, 0.9832423231127009, 191291000000, 
4.857541056359934, -0.19721523788907605, 0.9773757504480488, 191393000000, 
4.827185714796655, -0.1973461927916187, 0.9714077562527154, 191495000000, 
4.796719696319857, -0.20273786680025552, 0.9654297644984297, 191563000000, 
4.7703519473361355, -0.18944589153506422, 0.9596171572301766, 191665000000, 
4.743483900927516, -0.17745265130780416, 0.9540370363055671, 191767000000, 
4.7148898524415745, -0.18487364964853667, 0.9485817133803484, 191869000000, 
4.684535230484644, -0.19649556814290628, 0.9428605989235824, 191971000000, 
4.6545437918801795, -0.20115353520465007, 0.9369312583204265, 192073000000, 
4.6265186072535025, -0.1933887441038055, 0.931039841974555, 192175000000, 
4.596778126732428, -0.19255221715917278, 0.9251893683910739, 192277000000, 
4.567183519131417, -0.1977836270736185, 0.9193653502078231, 192345000000, 
4.539232404892727, -0.1918190727990036, 0.9135462700504381, 192447000000, 
4.509780578679618, -0.19134313483932944, 0.9077464335135841, 192549000000, 
4.483308182638728, -0.18641407417999467, 0.9021547444140715, 192651000000, 
4.453891078928213, -0.18629833250468408, 0.896465322683104, 192753000000, 
4.4244995268005844, -0.19602885279381255, 0.8907799192245017, 192855000000, 
4.3951326455570365, -0.19586144457058788, 0.8849015500857222, 192957000000, 
4.366652844548175, -0.19282227417469913, 0.8790856677937197, 193059000000, 
4.337398525070835, -0.19244706828733804, 0.8732789343450698, 193127000000, 
4.309694863817998, -0.1898599357672559, 0.8675830822291338, 193229000000, 
4.28203117723418, -0.18455782612218327, 0.8619416377415343, 193331000000, 
4.255557482992087, -0.18045793608637042, 0.8564855682696176, 193433000000, 
4.226509505936051, -0.18507223766042932, 0.8509398777441545, 193535000000, 
4.197502042663476, -0.19351813442870144, 0.8453046021061077, 193637000000, 
4.170280573954009, -0.18742977327347532, 0.8396194748369025, 193705000000, 
4.140993917066972, -0.18836041865501585, 0.8339184355789638, 193807000000, 
4.11352027639126, -0.18920099187582787, 0.8283196511608161, 193909000000, 
4.086101028964338, -0.18297629367544607, 0.8227076814948379, 194011000000, 
4.061602928720651, -0.17305782556869728, 0.8174149489384167, 194113000000, 
4.031912444026149, -0.1806286164606282, 0.8119744267807425, 194215000000, 
4.003175483725429, -0.19475814998407337, 0.8064460570981485, 194283000000, 
3.9759297165198046, -0.18660909168781567, 0.8007345096180922, 194385000000, 
3.947239602079489, -0.18645293881980032, 0.795089653488315, 194487000000, 
3.9199926915445364, -0.18645674991756067, 0.7895441340095887, 194589000000, 
3.889911658760003, -0.19109314439828662, 0.7838095968256019, 194691000000, 
3.8627695878495896, -0.19074367898315625, 0.7781782625436087, 194793000000, 
3.8356161496172185, -0.1809850304759486, 0.7725531597484541, 194895000000, 
3.808467728293604, -0.18100619851995217, 0.7671235643840274, 194997000000, 
3.781329952870485, -0.180953989155778, 0.7616942553854205, 195065000000, 
3.7527805592175456, -0.18562389692019435, 0.7561718826921089, 195167000000, 
3.7242681736582743, -0.19020593070736927, 0.7505585790497536, 195269000000, 
3.6972341522211662, -0.1851546899879312, 0.744952192339799, 195371000000, 
3.6696366319969633, -0.18210513887103671, 0.739409263858427, 195473000000, 
3.642603001032525, -0.18210383729547086, 0.7339649190167102, 195541000000, 
3.6156059537135103, -0.18010226094484327, 0.7285230391161999, 195643000000, 
3.5871773874466157, -0.18475204528636416, 0.7230257561461767, 195745000000, 
3.5607820650917934, -0.18274629540572315, 0.7175710270834612, 195847000000, 
3.5321885319180226, -0.1832961850953104, 0.7120098656304287, 195949000000, 
3.5053035333561215, -0.1849284391189062, 0.7065516086910625, 196051000000, 
3.4769726526429663, -0.18405293091685446, 0.7009643145278074, 196153000000, 
3.448663345164656, -0.1888006273048859, 0.6953959687442496, 196255000000, 
3.420377234178371, -0.18865139488198382, 0.6897342154657328, 196323000000, 
3.3932615366696495, -0.18467269498335437, 0.6841534744008451, 196425000000, 
3.3664628484184727, -0.1797146191996616, 0.678673441284433, 196527000000, 
3.3397258743871863, -0.17845220760821068, 0.6732966839650205, 196629000000, 
3.3121234604168155, -0.18113129333885722, 0.6678874788814982, 196697000000, 
3.2853769291307118, -0.18116315085491497, 0.6624817509289809, 196799000000, 
3.2601175287203077, -0.173353105655026, 0.6571745278845222, 196901000000, 
3.2359735705071078, -0.16467786207868004, 0.6520978685572084, 197003000000, 
3.2079071349709487, -0.17403464583119663, 0.6469332156132243, 197105000000, 
3.1798550011177062, -0.18706189796467174, 0.6415823804397175, 197173000000, 
3.153197176616634, -0.18236652784771637, 0.6360639541803527, 197275000000, 
3.1264727190026687, -0.17794094038345865, 0.6306349931158005, 197377000000, 
3.1011476641458158, -0.1734983749027267, 0.6253878373176746, 197479000000, 
3.07303869847759, -0.17811340175026244, 0.6200439387750716, 197581000000, 
3.0449355704608267, -0.18737364561663009, 0.6146081288722821, 197683000000, 
3.0182442751513965, -0.18264807775397815, 0.6090812362726542, 197785000000, 
2.9915752705664564, -0.17786766631456766, 0.6036503410785786, 197853000000, 
2.964669946612621, -0.17858109512925177, 0.5982992994886982, 197955000000, 
2.938005271323614, -0.17856666414280742, 0.5929500325668461, 198057000000, 
2.9113551568287055, -0.17771596594638486, 0.5876020249843293, 198159000000, 
2.8847138731490403, -0.1776379939152465, 0.5822716200867574, 198261000000, 
2.858096324481517, -0.1775294411572951, 0.5769443569639509, 198363000000, 
2.8314909178368133, -0.1774098510407566, 0.5716200743644914, 198431000000, 
2.80462083197797, -0.17825164167848997, 0.56628053828642, 198533000000, 
2.776361487905206, -0.18376476643869064, 0.5608315491813326, 198601000000, 
2.753994292336686, -0.16875513213761315, 0.5556651074813241, 198703000000, 
2.7288592488955112, -0.15834079669898285, 0.5506143352758269, 198805000000, 
2.7051427253068887, -0.16283855676599104, 0.5458664177692724, 198907000000, 
2.6772712880363176, -0.17195986953064532, 0.5407515508159145, 199009000000, 
2.6493407605502477, -0.18600654918880336, 0.5354503182595636, 199111000000, 
2.622727795822409, -0.18181164071302844, 0.529955989627265, 199179000000, 
2.594657785705226, -0.18227658281673906, 0.5244484228051922, 199281000000, 
2.5664910008419883, -0.18745598326806925, 0.5189251054913082, 199383000000, 
2.539664985624993, -0.18330933360077703, 0.5133875848114805, 199485000000, 
2.512787587230606, -0.17901137870460845, 0.5079295715798391, 199587000000, 
2.485593368325218, -0.18023872433258278, 0.502536396078721, 199689000000, 
2.4572064374869593, -0.18527049914548824, 0.49703915953618555, 199791000000, 
2.4301436993613486, -0.18483222987956496, 0.49152956701156836, 199859000000, 
2.4027161023370693, -0.1816344504996333, 0.4860044159456918, 199961000000, 
2.373816387217687, -0.18775770714553866, 0.48044507926107366, 200063000000, 
2.3466231993745925, -0.18697634320825607, 0.47487704592862323, 200165000000, 
2.318820804268041, -0.18331860983215265, 0.4692840260573547, 200267000000, 
2.28955274569631, -0.19023484559427484, 0.4636664499559296, 200369000000, 
2.2651538056863063, -0.1788899952724495, 0.4582351570433772, 200437000000, 
2.23473366323146, -0.1827302748828341, 0.45262934764093843, 200539000000, 
2.2071826458056174, -0.19323719960229635, 0.4471380076482256, 200641000000, 
2.1798984085307884, -0.18278418233557137, 0.4414543145045244, 200743000000, 
2.149618512154356, -0.19188044550420447, 0.43577997109938416, 200845000000, 
2.1207134661865696, -0.19728314114739595, 0.4300153591247809, 200947000000, 
2.0941344806417717, -0.1849467717086147, 0.42429776393217983, 201049000000, 
2.0661263732167323, -0.18195697656612442, 0.41873162133633823, 201151000000, 
2.0368598105621256, -0.19091556693215347, 0.413141377628042, 201253000000, 
2.00922052977428, -0.18968614480817436, 0.40748044757020924, 201321000000, 
1.978492089456481, -0.19455907035214862, 0.40163816198619245, 201423000000, 
1.9506655742269898, -0.19518318515763391, 0.3958918795638501, 201525000000, 
1.9226221011071118, -0.18623329449789727, 0.3901186509860388, 201627000000, 
1.894742730408174, -0.18640947939605246, 0.3845353603828184, 201729000000, 
1.8650390843333824, -0.19194338924576484, 0.37882692772324456, 201831000000, 
1.8349115327215562, -0.19943732562205976, 0.3729795564975408, 201933000000, 
1.8049209971909672, -0.2003936238080506, 0.366991440949727, 202035000000, 
1.7749567917106042, -0.1998491367031733, 0.36098595477487516, 202137000000, 
1.7446770173090458, -0.20081326627307142, 0.35497032041404114, 202205000000, 
1.715960456177225, -0.19665445177793042, 0.34903961767979164, 202307000000, 
1.6868921013187497, -0.19261638663432037, 0.3431686383203347, 202409000000, 
1.6565637808645766, -0.19798891770882823, 0.33729442255737013, 202511000000, 
1.6288405665045675, -0.19350511604727375, 0.33148642991252625, 202613000000, 
1.6003786310697508, -0.18728383264941936, 0.3257188652292597, 202715000000, 
1.5730970589769988, -0.18581169175856246, 0.32015441710342113, 202783000000, 
1.542387067027766, -0.19330521347328267, 0.31439085047163434, 202885000000, 
1.512285410273486, -0.20270549567837617, 0.3085179690852167, 202987000000, 
1.4852760112091554, -0.19037018606203512, 0.3026632325673605, 203089000000, 
1.4552329320090878, -0.19017492754799395, 0.29685295689944863, 203191000000, 
1.4252349150422456, -0.2001369872230326, 0.29104959055069923, 203293000000, 
1.395283383984056, -0.1998318267501061, 0.285050082069026, 203395000000, 
1.3667985713545463, -0.19478781229233114, 0.27915445802538985, 203463000000, 
1.33622805550176, -0.1968510949409863, 0.27322066738935746, 203565000000, 
1.3076899873551568, -0.19702861333129817, 0.26738110761409756, 203667000000, 
1.2806763065575237, -0.1851724964807877, 0.261639623294296, 203769000000, 
1.25038428677609, -0.19101900193022306, 0.2559167053792514, 203871000000, 
1.2213143813817844, -0.19787308391913117, 0.2501583316476932, 203973000000, 
1.1913503736059314, -0.19677971056719498, 0.24420326945092038, 204041000000, 
1.162621485997764, -0.1956429846134015, 0.23835241606569865, 204143000000, 
1.1341776960286594, -0.19057559192424023, 0.23254330370882365, 204245000000, 
1.1057226874207582, -0.1896626619233525, 0.22683479129647877, 204347000000, 
1.0758109238426412, -0.1945559072867272, 0.22104742048613724, 204449000000, 
1.0473695347418943, -0.19451050892954624, 0.21526020973368626, 204551000000, 
1.018890576015957, -0.18973449275561402, 0.20947140230669947, 204619000000, 
0.9916037470280855, -0.18588595904602934, 0.20385759051906246, 204721000000, 
0.9631142025950505, -0.18592124473635488, 0.19824056837593954, 204823000000, 
0.9322427091234393, -0.19787012634882065, 0.19246404391643837, 204925000000, 
0.9037968599633537, -0.19772447543898952, 0.18661025144545623, 205027000000, 
0.8753709485247186, -0.18957253532906893, 0.18076070117410079, 205129000000, 
0.8469886058124507, -0.18936084716967652, 0.1750770942867015, 205231000000, 
0.8165245619358971, -0.19615462196273858, 0.1692589410848711, 205299000000, 
0.786683589112652, -0.20101672233266235, 0.16334645045739998, 205401000000, 
0.7599026721853623, -0.1887396325017824, 0.15754072154892743, 205503000000, 
0.728073641025954, -0.19536649362232686, 0.15164399348826454, 205605000000, 
0.7013451527190572, -0.19519173155435054, 0.14595476439535823, 205707000000, 
0.6717125336983173, -0.18787035775878888, 0.14007542182955524, 205809000000, 
0.6420741013640292, -0.19757017118342657, 0.13434211918542693, 205911000000, 
0.6124599804947088, -0.19750851067869482, 0.12841644103713704, 206013000000, 
0.5825794660448758, -0.19831545106384482, 0.12247423652690759, 206115000000, 
0.5545685305523668, -0.19297149980780692, 0.1166405318061301, 206183000000, 
0.52503777009615, -0.19180565316241904, 0.11081238444622618, 206285000000, 
0.4971852315570253, -0.19127766331780482, 0.10511943548036948, 206387000000, 
0.46788643224662285, -0.19050445949842398, 0.09934062892665321, 206489000000, 
0.44084614209069284, -0.18779696488777495, 0.0937278537262894, 206591000000, 
0.4165845970187219, -0.17100611742633645, 0.0883544780904025, 206659000000, 
0.3906708924300521, -0.1672508322021358, 0.08320677543596446, 206761000000, 
0.36715130634113574, -0.1647776355919539, 0.07829378638599399, 206863000000, 
0.3455281128257235, -0.1504759320144287, 0.07355668743979409, 206965000000, 
0.32623894982191254, -0.13637452173074402, 0.06926122459925145, 207067000000, 
0.3080816633493866, -0.12482149825445636, 0.0653232483998015, 207135000000, 
0.28989382014363807, -0.12115043226091489, 0.061614295554329145, 207237000000, 
0.27172187419335925, -0.12119929718675777, 0.05797982384575893, 207339000000, 
0.2557113080063667, -0.11394170712423786, 0.054488466822890935, 207441000000, 
0.24043751601331662, -0.10428119393347544, 0.05119137988086951, 207543000000, 
0.22575484393269327, -0.09985488024557815, 0.048126911196825106, 207611000000, 
0.2116189504002687, -0.09606188537682636, 0.04518742068975191, 207713000000, 
0.1977143994923281, -0.09346814813455052, 0.042339212921686006, 207815000000, 
0.1859746884761393, -0.08548087308043138, 0.03968720255791574, 207917000000, 
0.17450799038497208, -0.07735469702452008, 0.03721313855689597, 208019000000, 
0.16311447146219238, -0.07620072337982305, 0.03490647668822025, 208121000000, 
0.15283307871989774, -0.07224970555024783, 0.03269703603780415, 208223000000, 
0.1429826275035217, -0.06710614652890227, 0.030595345179040785, 208325000000, 
0.13384977953427585, -0.06327766395207296, 0.028644365717179685, 208393000000, 
0.12519050881194613, -0.0593070623052519, 0.026801527723316246, 208495000000, 
0.11730665035965077, -0.05514376391541694, 0.025089795913724847, 208597000000, 
0.11010591351569267, -0.05028198432084486, 0.023506871512485972, 208699000000, 
0.10245242830867712, -0.04951407350324547, 0.0219909994789347, 208767000000, 
